Scenario,Year,ghgT,ID
Reference,2012,164.9475971,999
Reference,2012,164.9475971,1000
Reference,2012,164.9475971,1001
Reference,2012,164.9475971,1002
Reference,2013,168.4193018,1003
Reference,2014,170.0893416,1004
Reference,2015,168.4598564,1005
Reference,2016,166.7944684,1006
Reference,2017,168.7217008,1007
Reference,2018,170.0112158,1008
Reference,2019,170.0307055,1009
Reference,2020,168.9686794,1010
Reference,2021,168.0004108,1011
Reference,2022,166.6630595,1012
Reference,2023,165.5257954,1013
Reference,2024,164.5931454,1014
Reference,2025,163.799191,1015
Reference,2026,162.3256886,1016
Reference,2027,163.028744,1017
Reference,2028,163.0239873,1018
Reference,2029,161.823965,1019
Reference,2030,161.5573765,1020
